file name,ego maneuver,ego augmented maneuver,target maneuver,minimum distance btw ego and target
130252.csv,go_straight,['left'],go_straight,9.974255
130253.csv,go_straight,"['right', 'accelerate', 'left_brake', 'right_accelerate']",go_straight,30.032656
130254.csv,go_straight,['right'],go_straight,0.2497339
130255.csv,go_straight,"['right_accelerate', 'right', 'accelerate']",RIGHT,12.174272
130256.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,31.636578
130257.csv,go_straight,"['right', 'left_accelerate', 'brake', 'right_brake']",go_straight,2.6676676
130259.csv,go_straight,['right'],LEFT,0.43798652
130260.csv,go_straight,['right'],go_straight,2.6655169
130261.csv,left_lane_change,"['left_brake', 'right', 'accelerate', 'right_accelerate']",go_straight,0.13246587
130262.csv,go_straight,"['left', 'brake']",LEFT,23.139284
130263.csv,right_lane_change,"['left', 'accelerate', 'left_accelerate']",right_lane_change,0.8576788
130264.csv,RIGHT,"['brake', 'accelerate']",go_straight,3.1319997
130265.csv,go_straight,['brake'],go_straight,16.183798
130266.csv,go_straight,"['brake', 'accelerate']",RIGHT,0.37347302
130267.csv,go_straight,['no_augmentations'],LEFT,18.218204
130268.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,2.3986323
130269.csv,LEFT,['brake'],not_defined,5.537333
13027.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,7.7352295
130270.csv,not_defined,"['right', 'accelerate', 'left_brake']",LEFT,20.105553
130271.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",LEFT,17.171633
130272.csv,go_straight,['right'],RIGHT,8.609255
130273.csv,go_straight,"['left', 'accelerate']",go_straight,5.3777924
130274.csv,go_straight,"['left', 'brake']",go_straight,2.6070783
130275.csv,go_straight,['brake'],go_straight,4.0694804
130276.csv,go_straight,"['left_brake', 'accelerate', 'right']",go_straight,4.667427
130277.csv,go_straight,"['left_brake', 'accelerate']",go_straight,15.810315
13028.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",go_straight,0.3935966
130280.csv,go_straight,['right'],go_straight,3.5918555
130282.csv,go_straight,"['brake', 'accelerate']",go_straight,6.1889343
130284.csv,go_straight,"['left_accelerate', 'left_brake', 'accelerate', 'right']",RIGHT,2.191387
130285.csv,go_straight,"['right', 'left_brake', 'left_accelerate']",not_defined,45.662045
130286.csv,go_straight,"['left', 'accelerate']",go_straight,8.8680105
130287.csv,go_straight,['right'],0,0.28945565
130288.csv,go_straight,['accelerate'],go_straight,57.977707
130289.csv,go_straight,['accelerate'],left_lane_change,3.1542819
13029.csv,go_straight,"['left_brake', 'right', 'accelerate']",go_straight,5.0554113
130290.csv,go_straight,['accelerate'],go_straight,9.036877
130292.csv,go_straight,['left'],go_straight,3.170364
130293.csv,not_defined,['no_augmentations'],go_straight,7.822625
130294.csv,go_straight,['accelerate'],go_straight,0.2832066
130295.csv,go_straight,"['right', 'left_brake', 'accelerate']",go_straight,0.4050452
130296.csv,go_straight,"['right', 'brake', 'left_accelerate', 'accelerate']",LEFT,0.9856916
130297.csv,go_straight,"['right', 'right_brake', 'brake', 'accelerate', 'right_accelerate']",not_defined,0.2834598
130298.csv,not_defined,"['accelerate', 'left_accelerate']",go_straight,2.8896778
130299.csv,go_straight,['brake'],LEFT,14.387098
1303.csv,go_straight,['right'],go_straight,2.5992744
13030.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",go_straight,8.070943
130300.csv,go_straight,"['left_brake', 'accelerate', 'right']",not_defined,17.421637
130301.csv,LEFT,"['left_brake', 'accelerate', 'right', 'left_accelerate']",go_straight,23.914244
130302.csv,go_straight,"['left_accelerate', 'right', 'brake']",go_straight,0.12034152
130303.csv,go_straight,['left'],not_defined,3.1037884
130304.csv,go_straight,['no_augmentations'],RIGHT,15.381594
130305.csv,go_straight,['accelerate'],go_straight,3.9512386
130307.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",go_straight,2.571014
130308.csv,go_straight,"['brake', 'accelerate']",go_straight,5.041797
130309.csv,go_straight,"['right', 'accelerate', 'left_brake', 'right_accelerate']",go_straight,5.579778
13031.csv,go_straight,"['right', 'accelerate', 'left_brake', 'left_accelerate']",not_defined,10.149453
130310.csv,go_straight,"['brake', 'left_accelerate', 'left', 'left_brake']",go_straight,5.5596304
130311.csv,go_straight,['right'],go_straight,0.17996211
130312.csv,go_straight,['left'],go_straight,16.74785
130313.csv,go_straight,['accelerate'],not_defined,3.2084513
130315.csv,go_straight,['left'],go_straight,2.842201
130316.csv,go_straight,"['accelerate', 'right', 'right_accelerate']",RIGHT,2.9114153
130317.csv,go_straight,"['right', 'left_accelerate', 'brake', 'right_brake']",go_straight,0.01907776
13032.csv,go_straight,['right'],go_straight,2.4426079
130320.csv,left_lane_change,['right'],not_defined,0.96867734
130321.csv,go_straight,['accelerate'],right_lane_change,9.150592
130322.csv,RIGHT,"['left_brake', 'left', 'left_accelerate', 'brake', 'accelerate']",not_defined,0.14775717
130323.csv,RIGHT,['brake'],LEFT,1.6368566
130324.csv,go_straight,"['left_brake', 'right', 'accelerate']",go_straight,43.322
130325.csv,go_straight,"['brake', 'right', 'right_brake']",go_straight,23.135387
130326.csv,go_straight,"['left', 'accelerate']",go_straight,0.121257305
130327.csv,go_straight,['accelerate'],go_straight,7.6701064
130328.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,27.912352
130329.csv,go_straight,"['accelerate', 'brake']",go_straight,0.17453368
13033.csv,left_lane_change,"['right_accelerate', 'right', 'accelerate']",not_defined,6.0331855
130330.csv,go_straight,"['left_accelerate', 'brake', 'right', 'right_brake']",go_straight,0.14259526
130331.csv,go_straight,"['right', 'right_brake', 'brake', 'left_accelerate']",go_straight,20.776829
130332.csv,go_straight,['right'],go_straight,11.665512
130333.csv,go_straight,['accelerate'],go_straight,80.4138
130334.csv,go_straight,"['accelerate', 'right', 'right_accelerate', 'brake']",go_straight,3.4400828
130335.csv,go_straight,['left'],go_straight,0.07601021
130336.csv,0,"['right_brake', 'brake', 'right', 'accelerate', 'right_accelerate']",not_defined,0.013275822
130337.csv,go_straight,['accelerate'],go_straight,15.683626
130338.csv,go_straight,"['right', 'left_brake', 'accelerate']",not_defined,3.8512297
130339.csv,go_straight,['right'],go_straight,0.26838255
130340.csv,go_straight,['left'],go_straight,5.378894
130341.csv,go_straight,"['brake', 'accelerate']",not_defined,13.092563
130342.csv,RIGHT,"['accelerate', 'brake']",go_straight,0.018950408
130343.csv,go_straight,"['accelerate', 'brake']",go_straight,1.8234046
130344.csv,go_straight,"['accelerate', 'brake', 'left', 'left_accelerate', 'left_brake']",go_straight,0.4903974
130345.csv,go_straight,"['left', 'accelerate', 'left_accelerate', 'brake', 'left_brake']",go_straight,0.18335404
130346.csv,go_straight,"['brake', 'left', 'left_brake']",go_straight,18.859098
130348.csv,go_straight,"['brake', 'accelerate', 'right', 'right_brake', 'right_accelerate']",go_straight,12.097182
130349.csv,go_straight,"['left_brake', 'right', 'accelerate', 'right_accelerate']",not_defined,22.194164
13035.csv,go_straight,"['brake', 'accelerate']",go_straight,15.016032
130350.csv,go_straight,['right'],go_straight,2.7435064
130351.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",go_straight,0.20750545
130352.csv,go_straight,['accelerate'],error: no nearby lanes found,49.93859
130353.csv,RIGHT,['accelerate'],go_straight,54.55878
130354.csv,go_straight,"['right', 'right_brake', 'accelerate', 'left_accelerate']",RIGHT,3.6457174
130355.csv,left_lane_change,"['right_accelerate', 'left_brake', 'accelerate', 'right']",go_straight,0.3030919
130356.csv,go_straight,['right'],go_straight,3.0772495
130357.csv,go_straight,['left'],go_straight,2.9155717
130358.csv,LEFT,['brake'],go_straight,11.803887
130359.csv,go_straight,"['accelerate', 'right', 'left_brake']",not_defined,9.8841915
13036.csv,go_straight,"['right', 'left_accelerate', 'right_brake', 'left_brake', 'brake']",go_straight,0.06797314
130360.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",not_defined,2.6181123
130361.csv,go_straight,['right'],go_straight,2.4850776
130362.csv,go_straight,['left'],LEFT,37.32361
130363.csv,go_straight,['left'],go_straight,27.895796
130364.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",go_straight,19.69278
130367.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",left_lane_change,29.714548
130368.csv,go_straight,['accelerate'],go_straight,13.935736
130369.csv,go_straight,['accelerate'],go_straight,13.8146515
13037.csv,go_straight,"['right', 'left']",not_defined,8.163062
130371.csv,go_straight,"['right', 'accelerate']",go_straight,0.35315624
130372.csv,go_straight,['right'],go_straight,2.4857192
130373.csv,go_straight,['accelerate'],go_straight,41.557674
130374.csv,go_straight,"['brake', 'accelerate']",go_straight,12.228653
130375.csv,RIGHT,['brake'],LEFT,4.1428432
130376.csv,go_straight,['left'],go_straight,1.7363262
130377.csv,go_straight,['accelerate'],go_straight,3.1922977
130378.csv,not_defined,"['brake', 'accelerate']",go_straight,5.8140345
130379.csv,go_straight,['left'],go_straight,2.697217
130381.csv,RIGHT,"['left', 'left_brake']",go_straight,0.09377098
130382.csv,go_straight,['left_accelerate'],go_straight,2.8470273
130383.csv,RIGHT,['left'],go_straight,21.13134
130384.csv,go_straight,"['left', 'brake', 'left_brake']",go_straight,9.926039
130385.csv,go_straight,['left'],RIGHT,0.07165715
130387.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",right_lane_change,6.748011
130388.csv,RIGHT,['brake'],RIGHT,0.15920079
130389.csv,go_straight,['left'],go_straight,17.004057
13039.csv,not_defined,['no_augmentations'],LEFT,2.111001
130390.csv,go_straight,"['brake', 'left_accelerate', 'right']",go_straight,2.8787878
130391.csv,go_straight,['right'],go_straight,0.13053012
130392.csv,go_straight,"['brake', 'right', 'right_accelerate', 'left_accelerate', 'accelerate']",go_straight,23.589598
130393.csv,go_straight,['right'],go_straight,0.0807553
130394.csv,LEFT,"['brake', 'left_accelerate', 'right', 'accelerate', 'left_brake']",go_straight,0.21530189
130395.csv,go_straight,"['brake', 'left', 'left_brake']",not_defined,0.028717674
130396.csv,go_straight,['right'],go_straight,2.5565467
130397.csv,go_straight,['right'],go_straight,0.0664067
130398.csv,go_straight,['accelerate'],LEFT,3.80896
130399.csv,go_straight,"['left_brake', 'accelerate', 'brake', 'right', 'left_accelerate']",go_straight,0.31090033
1304.csv,go_straight,"['left_accelerate', 'brake', 'right', 'right_brake']",go_straight,0.048811186
13040.csv,LEFT,"['left_brake', 'accelerate', 'right']",LEFT,34.0929
130400.csv,go_straight,['accelerate'],0,38.719986
130402.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",go_straight,43.049427
130404.csv,LEFT,['no_augmentations'],RIGHT,5.569109
130405.csv,go_straight,['accelerate'],go_straight,20.267105
130406.csv,go_straight,"['left_brake', 'left', 'brake']",go_straight,0.15745845
130407.csv,go_straight,['accelerate'],go_straight,6.8341556
130408.csv,left_lane_change,['brake'],go_straight,0.16601127
130409.csv,go_straight,['accelerate'],go_straight,8.048621
13041.csv,go_straight,"['right', 'right_accelerate', 'accelerate']",go_straight,2.345498
130410.csv,go_straight,"['accelerate', 'left_brake', 'right']",go_straight,0.07383125
130411.csv,go_straight,"['accelerate', 'brake']",go_straight,3.4877658
130412.csv,go_straight,"['left', 'left_brake', 'brake']",go_straight,2.64204
130413.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",LEFT,5.195559
130414.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",RIGHT,8.486824
130415.csv,go_straight,"['right', 'right_accelerate', 'left_accelerate', 'right_brake', 'brake', 'accelerate']",go_straight,2.5147927
130416.csv,go_straight,"['left_accelerate', 'accelerate', 'brake', 'left_brake', 'right']",go_straight,8.380285
130417.csv,go_straight,"['right', 'left_brake', 'accelerate']",LEFT,4.250447
130418.csv,go_straight,"['left_brake', 'right', 'accelerate']",LEFT,29.739456
130419.csv,go_straight,"['accelerate', 'right_accelerate', 'right', 'left_brake']",not_defined,2.8086991
13042.csv,RIGHT,['brake'],go_straight,0.15425578
130421.csv,go_straight,['accelerate'],LEFT,2.677826
130422.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",RIGHT,10.556168
130423.csv,go_straight,"['brake', 'accelerate']",RIGHT,32.114594
130424.csv,RIGHT,"['left', 'brake']",go_straight,56.216953
130425.csv,go_straight,['accelerate'],go_straight,12.061043
130426.csv,go_straight,"['left', 'left_accelerate']",LEFT,17.413868
130427.csv,go_straight,['brake'],go_straight,2.8526583
130428.csv,go_straight,"['accelerate', 'brake']",go_straight,3.2381303
130429.csv,left_lane_change,['right'],go_straight,0.105179
13043.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",LEFT,5.824408
130430.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",go_straight,2.8730543
130431.csv,go_straight,"['right', 'right_accelerate']",go_straight,2.3057845
130432.csv,go_straight,['left'],go_straight,7.315273
130433.csv,go_straight,['left'],go_straight,2.8734436
130434.csv,go_straight,['accelerate'],LEFT,3.1283953
130435.csv,go_straight,"['accelerate', 'brake']",go_straight,12.326322
130436.csv,go_straight,['accelerate'],RIGHT,19.725334
130437.csv,not_defined,"['left_accelerate', 'accelerate', 'left', 'brake', 'left_brake']",go_straight,2.4559734
130438.csv,go_straight,"['brake', 'left', 'left_brake']",go_straight,2.9060802
130439.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",go_straight,22.101683
13044.csv,go_straight,"['right', 'left_accelerate', 'right_brake']",RIGHT,0.57375395
130440.csv,go_straight,"['right', 'left_brake', 'accelerate', 'brake', 'left_accelerate']",go_straight,0.058414057
130441.csv,not_defined,"['brake', 'left_accelerate', 'right']",not_defined,0.53607374
130442.csv,go_straight,"['right', 'brake', 'right_brake', 'left_accelerate']",go_straight,2.5459816
130443.csv,go_straight,['accelerate'],go_straight,2.7152016
130445.csv,go_straight,"['left_accelerate', 'left_brake', 'left', 'brake', 'accelerate']",go_straight,0.39577967
130446.csv,not_defined,['accelerate'],go_straight,8.352343
130448.csv,go_straight,['left'],go_straight,0.073947206
13045.csv,go_straight,"['left_accelerate', 'right']",go_straight,6.222229
130450.csv,go_straight,"['right', 'left_brake', 'accelerate']",go_straight,17.061605
130451.csv,go_straight,['right'],go_straight,2.733768
130452.csv,left_lane_change,['right'],RIGHT,14.592044
130453.csv,go_straight,['right'],go_straight,2.3901515
130456.csv,go_straight,['accelerate'],LEFT,6.6306334
130457.csv,go_straight,"['left_accelerate', 'brake', 'right']",go_straight,2.6689723
130458.csv,RIGHT,['brake'],go_straight,2.2879815
130459.csv,go_straight,['accelerate'],go_straight,51.67217
130461.csv,not_defined,['accelerate'],go_straight,0.15471293
130462.csv,RIGHT,"['brake', 'accelerate']",go_straight,9.727368
130463.csv,not_defined,['brake'],go_straight,3.1439805
130464.csv,go_straight,"['right', 'right_accelerate', 'brake', 'accelerate', 'left_brake', 'left_accelerate']",go_straight,0.5471223
130465.csv,go_straight,"['accelerate', 'brake']",go_straight,0.046622552
130466.csv,go_straight,"['accelerate', 'left_brake', 'right_accelerate', 'right']",go_straight,2.8378997
130467.csv,go_straight,"['accelerate', 'right', 'left_brake']",left_lane_change,21.792732
130468.csv,go_straight,"['accelerate', 'brake']",go_straight,16.41489
130469.csv,left_lane_change,['right'],go_straight,20.886436
13047.csv,go_straight,['left'],go_straight,0.095380045
130470.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",LEFT,6.153068
130471.csv,not_defined,['accelerate'],go_straight,3.1690679
130472.csv,go_straight,"['right', 'left_brake', 'right_accelerate', 'accelerate', 'left_accelerate', 'brake']",left_lane_change,2.0840037
130473.csv,go_straight,"['right', 'right_accelerate', 'accelerate']",go_straight,14.662929
130474.csv,go_straight,['right'],go_straight,36.688652
130475.csv,LEFT,['right'],RIGHT,1.8735843
130476.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",not_defined,16.587166
130477.csv,not_defined,['accelerate'],go_straight,0.28120348
130478.csv,go_straight,['right'],go_straight,3.0811272
130479.csv,go_straight,"['right', 'accelerate']",left_lane_change,0.033369657
13048.csv,go_straight,['brake'],go_straight,4.185377
130480.csv,go_straight,['right'],not_defined,0.5748392
130481.csv,go_straight,['accelerate'],go_straight,3.3110704
130482.csv,go_straight,"['right', 'brake', 'right_brake']",go_straight,6.49858
130483.csv,go_straight,['left'],go_straight,56.183956
130484.csv,left_lane_change,"['right_accelerate', 'right', 'accelerate']",RIGHT,16.569624
130485.csv,go_straight,"['left', 'brake', 'left_brake']",go_straight,0.15304716
130486.csv,go_straight,['left'],go_straight,2.194172
130487.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,5.7329173
130488.csv,go_straight,['left'],go_straight,0.097393446
130489.csv,RIGHT,"['left', 'left_brake', 'left_accelerate', 'brake']",LEFT,2.560652
13049.csv,RIGHT,"['brake', 'accelerate']",go_straight,3.5516608
130490.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,11.365136
130491.csv,go_straight,['accelerate'],not_defined,15.254085
130492.csv,go_straight,['accelerate'],go_straight,16.727207
130493.csv,go_straight,['accelerate'],go_straight,3.5909154
130494.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",LEFT,0.5501704
130496.csv,go_straight,['no_augmentations'],go_straight,16.867222
130497.csv,go_straight,['right'],go_straight,0.088721186
130498.csv,go_straight,['right'],not_defined,0.6504614
130499.csv,go_straight,"['left_brake', 'accelerate', 'right']",not_defined,32.328617
1305.csv,go_straight,"['left_brake', 'left_accelerate', 'brake', 'right_brake', 'right', 'right_accelerate']",LEFT,2.51386
13050.csv,RIGHT,"['accelerate', 'brake']",go_straight,8.768963
130500.csv,go_straight,['accelerate'],LEFT,22.279224
130501.csv,go_straight,['accelerate'],not_defined,18.080196
130502.csv,go_straight,['accelerate'],go_straight,4.2774835
130503.csv,go_straight,['accelerate'],not_defined,7.412186
130504.csv,go_straight,['brake'],go_straight,0.05197458
130505.csv,go_straight,"['accelerate', 'brake']",go_straight,6.501257
130506.csv,go_straight,['no_augmentations'],go_straight,31.304003
130507.csv,left_lane_change,"['right', 'accelerate', 'right_accelerate']",LEFT,5.7563496
130508.csv,go_straight,['brake'],go_straight,5.8397665
130509.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,23.805458
13051.csv,go_straight,"['left', 'left_brake', 'brake']",go_straight,2.777657
130510.csv,go_straight,"['right_accelerate', 'accelerate', 'right']",go_straight,41.712055
130511.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,40.037476
130512.csv,go_straight,"['left', 'left_accelerate', 'left_brake', 'accelerate', 'brake']",go_straight,0.34684026
130513.csv,go_straight,"['accelerate', 'brake']",LEFT,4.7717376
130515.csv,go_straight,"['accelerate', 'right']",go_straight,42.598488
130517.csv,go_straight,['accelerate'],go_straight,0.33271185
130518.csv,go_straight,"['brake', 'accelerate']",go_straight,9.72186
130519.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",go_straight,0.030139504
13052.csv,go_straight,['accelerate'],RIGHT,32.426743
130520.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",not_defined,4.528143
130521.csv,go_straight,"['brake', 'left', 'left_brake']",go_straight,0.014348845
130523.csv,go_straight,"['left', 'left_accelerate']",go_straight,0.21784198
130524.csv,go_straight,['accelerate'],go_straight,63.489075
130525.csv,go_straight,['left_accelerate'],go_straight,0.023655513
130526.csv,not_defined,['right'],go_straight,1.3483901
130527.csv,go_straight,['accelerate'],not_defined,25.84242
130528.csv,go_straight,"['right', 'left_brake', 'accelerate']",LEFT,22.52157
130529.csv,go_straight,['accelerate'],go_straight,7.4348855
13053.csv,RIGHT,"['right', 'left_accelerate', 'brake']",go_straight,0.7964771
130530.csv,go_straight,['accelerate'],go_straight,46.44038
130532.csv,go_straight,"['left_brake', 'left_accelerate', 'right', 'accelerate', 'brake']",LEFT,1.9967881
130533.csv,go_straight,['right'],go_straight,2.3915448
130534.csv,go_straight,['accelerate'],go_straight,6.4666157
130535.csv,go_straight,"['brake', 'left_accelerate', 'right']",go_straight,4.2555885
130536.csv,go_straight,['left'],not_defined,11.191086
130537.csv,go_straight,['right'],RIGHT,2.2073548
130538.csv,go_straight,['brake'],go_straight,21.180964
13054.csv,go_straight,"['left', 'right']",left_lane_change,64.32183
130540.csv,go_straight,['left'],go_straight,4.774363
130541.csv,go_straight,"['left', 'left_brake', 'brake']",left_lane_change,0.052161604
130542.csv,go_straight,"['right_brake', 'left_brake', 'right', 'accelerate', 'left_accelerate', 'right_accelerate', 'brake']",go_straight,0.13415283
130543.csv,go_straight,['accelerate'],go_straight,2.907142
130544.csv,go_straight,['accelerate'],RIGHT,7.7804403
130545.csv,go_straight,['accelerate'],go_straight,61.867588
130546.csv,go_straight,['right'],RIGHT,17.320358
130547.csv,go_straight,"['left_accelerate', 'accelerate']",not_defined,18.55276
130548.csv,go_straight,['left'],left_lane_change,38.447174
130549.csv,go_straight,['left'],go_straight,2.7219446
13055.csv,go_straight,['accelerate'],not_defined,0.0539722
130550.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",go_straight,8.329227
130551.csv,go_straight,['left'],not_defined,68.087975
130552.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,0.009612601
130553.csv,RIGHT,['no_augmentations'],LEFT,18.184452
130554.csv,go_straight,"['left', 'brake', 'left_accelerate', 'accelerate', 'left_brake']",RIGHT,0.10570141
130555.csv,go_straight,['right'],go_straight,0.06259032
130556.csv,go_straight,"['left_brake', 'brake', 'left']",go_straight,48.92276
130558.csv,RIGHT,['brake'],go_straight,5.0664415
130559.csv,0,['accelerate'],LEFT,7.4448557
13056.csv,go_straight,"['right_accelerate', 'right']",go_straight,5.2956724
130561.csv,go_straight,"['brake', 'accelerate']",RIGHT,13.992069
130562.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,20.188345
130564.csv,go_straight,['left'],left_lane_change,2.3922434
130565.csv,go_straight,"['brake', 'left_accelerate', 'right']",go_straight,0.98655856
130566.csv,go_straight,['right'],go_straight,2.9155264
130567.csv,go_straight,"['left', 'left_brake', 'brake']",go_straight,4.7871637
130568.csv,go_straight,"['left', 'accelerate', 'left_brake', 'left_accelerate', 'brake']",LEFT,12.224651
130569.csv,go_straight,['accelerate'],go_straight,27.209362
13057.csv,go_straight,"['right', 'accelerate', 'left_brake']",go_straight,0.37940657
130570.csv,go_straight,['accelerate'],go_straight,0.30428514
130571.csv,go_straight,['brake'],go_straight,0.05252287
130572.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,0.09806353
130573.csv,LEFT,['brake'],right_lane_change,0.115655676
130574.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",RIGHT,22.052435
130575.csv,go_straight,['accelerate'],go_straight,19.841393
130576.csv,go_straight,"['accelerate', 'left_brake', 'right']",LEFT,22.163464
130577.csv,go_straight,['accelerate'],go_straight,0.10005718
130578.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,8.706341
13058.csv,go_straight,"['right_accelerate', 'right']",go_straight,12.984325
130580.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",LEFT,6.992745
130581.csv,LEFT,['brake'],LEFT,0.18314648
130582.csv,go_straight,"['right_accelerate', 'right', 'accelerate', 'left_brake']",go_straight,2.7596333
130583.csv,go_straight,['accelerate'],go_straight,10.203094
130584.csv,go_straight,['accelerate'],go_straight,16.702269
130585.csv,LEFT,"['right', 'left']",not_defined,0.25233483
130586.csv,go_straight,"['brake', 'left']",go_straight,0.06243085
130587.csv,go_straight,['no_augmentations'],LEFT,18.37331
130588.csv,go_straight,['right'],go_straight,1.873612
130589.csv,go_straight,"['left_accelerate', 'right_brake', 'right', 'brake', 'accelerate']",go_straight,0.047001984
13059.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",go_straight,2.9622288
130590.csv,not_defined,"['left_brake', 'accelerate']",go_straight,0.15334558
130591.csv,go_straight,['brake'],go_straight,10.694092
130592.csv,go_straight,"['right', 'right_brake', 'brake']",go_straight,11.62433
130593.csv,go_straight,"['right', 'brake', 'left_accelerate', 'left_brake', 'accelerate']",go_straight,0.12757604
130594.csv,go_straight,"['left', 'brake', 'left_brake']",0,26.03311
130595.csv,go_straight,['no_augmentations'],RIGHT,17.917366
130596.csv,go_straight,"['left_brake', 'right', 'accelerate', 'right_accelerate']",left_lane_change,0.26754907
130597.csv,go_straight,['no_augmentations'],go_straight,34.740597
130598.csv,go_straight,['left'],not_defined,9.874367
130599.csv,go_straight,"['left', 'accelerate', 'left_accelerate']",0,7.7862506
1306.csv,go_straight,"['right_accelerate', 'right', 'left_brake', 'accelerate']",go_straight,2.518836
13060.csv,go_straight,['right'],go_straight,0.079687886
130600.csv,go_straight,['left'],go_straight,25.169785
130601.csv,go_straight,['right'],right_lane_change,0.5477497
130603.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",right_lane_change,7.388464
130605.csv,go_straight,"['accelerate', 'right_accelerate']",not_defined,0.15878153
130606.csv,go_straight,['right'],LEFT,26.643864
130607.csv,go_straight,"['left', 'brake']",go_straight,0.3071924
130608.csv,go_straight,['accelerate'],RIGHT,28.189758
13061.csv,go_straight,['brake'],go_straight,0.35066244
130610.csv,go_straight,['accelerate'],go_straight,13.871817
130611.csv,not_defined,['accelerate'],go_straight,10.071659
130612.csv,go_straight,"['right', 'accelerate']",LEFT,25.629498
130613.csv,RIGHT,['brake'],LEFT,11.667842
130615.csv,go_straight,"['accelerate', 'left_brake', 'right']",RIGHT,6.23213
130616.csv,go_straight,['left'],go_straight,2.6100948
130617.csv,go_straight,['accelerate'],LEFT,70.98551
130618.csv,go_straight,"['accelerate', 'brake']",go_straight,3.362497
130619.csv,go_straight,['right'],go_straight,3.0688643
13062.csv,go_straight,"['left', 'brake']",go_straight,2.6730564
130620.csv,go_straight,['right'],left_lane_change,2.7737148
130622.csv,left_lane_change,['brake'],go_straight,8.179801
130623.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",error: no nearby lanes found,13.056639
130624.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,10.542781
130625.csv,go_straight,['accelerate'],right_lane_change,18.26344
130627.csv,go_straight,"['right_brake', 'right', 'left_accelerate', 'brake', 'right_accelerate']",go_straight,2.3064752
130629.csv,go_straight,"['left_accelerate', 'left', 'accelerate', 'brake', 'left_brake']",go_straight,3.0519443
13063.csv,go_straight,"['left', 'accelerate', 'left_brake', 'brake', 'left_accelerate']",left_lane_change,8.35896
130630.csv,go_straight,['left'],go_straight,23.952839
130631.csv,go_straight,"['brake', 'left', 'left_brake', 'accelerate', 'left_accelerate']",go_straight,2.9737577
130632.csv,RIGHT,['left'],go_straight,0.5089081
130633.csv,go_straight,"['brake', 'right_brake', 'right']",go_straight,2.4711158
130634.csv,go_straight,"['right', 'left_accelerate', 'brake', 'right_brake']",go_straight,10.208563
130635.csv,go_straight,['accelerate'],not_defined,15.512433
130637.csv,RIGHT,['brake'],go_straight,1.9470052
130638.csv,go_straight,['right'],go_straight,0.2372822
130639.csv,go_straight,['left'],go_straight,2.98231
13064.csv,go_straight,['brake'],go_straight,0.11114931
130640.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",go_straight,2.593272
130641.csv,not_defined,['left_accelerate'],go_straight,3.280949
130642.csv,go_straight,"['left_brake', 'right', 'accelerate']",go_straight,20.254461
130643.csv,go_straight,['no_augmentations'],go_straight,13.637819
130644.csv,go_straight,['accelerate'],go_straight,16.689558
130645.csv,go_straight,['accelerate'],LEFT,3.883442
130646.csv,go_straight,"['right', 'brake', 'left_brake', 'accelerate', 'left_accelerate', 'right_accelerate', 'right_brake']",go_straight,0.009296598
130647.csv,not_defined,['left'],RIGHT,7.2616386
130648.csv,go_straight,['accelerate'],LEFT,22.751919
